Name	Born	Died	Age	Gender	Class.Dept	Class	Ticket	Fare	Cabin	Joined	Occupation	Survived	Boat	Body	Nationality	Pounds	Shillings	Pence	Price.Paid	Paidpp
JOHNSTONE, Mr James	1859	1943	52	Male	Victualling Crew	Crew				Belfast	Saloon Steward	SAVED	2							
JONES, Mr Albert Hugh Brabner	1894	1912	17	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	LOST								
JONES, Mr Arthur Ernest	1874	1912	37	Male	Victualling Crew	Crew				Southampton	Plate Steward (2nd Class)	LOST								
JONES, Mr Harry Owen Glendower	1875	1912	36	Male	Victualling Crew	Crew				Southampton	Roast Cook	LOST								
JONES, Mr Thomas William	1877	1967	34	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	8							
JONES, Mr Victor Reginald	1891	1912	20	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	LOST								
JOUANNAULT, Mr Georges Jules	1887	1912	24	Male	Restaurant Staff	Crew				Southampton	Assistant Sauce Cook	LOST								
JOUGHIN, Mr Charles John	1878	1956	33	Male	Victualling Crew	Crew				Belfast	Chief Baker	SAVED	B							
JUDD, Mr Charles Edward	1880	1960	31	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	B							
JUKES, Mr Henry James	1873	1912	38	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
JUPE, Mr Boykett Herbert	1881	1912	30	Male	Engineering Crew	Crew				Southampton	Electrician	LOST		73						
KASPER, Mr F.	1872		40	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	9							
KEARL, Mr Charles Henry	1868	1912	44	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
KEARL, Mr George Edward	1886	1912	25	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
KEEGAN, Mr James	1874	1912	38	Male	Engineering Crew	Crew				Southampton	Leading Fireman	LOST								
KEEN, Mr Percy Edward	1881	1954	30	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	SAVED	15							
KELLAND, Mr Thomas	1892	1912	19	Male	Victualling Crew	Crew				Southampton	2nd class library steward	LOST								
KELLY, Mr James	1868	1912	44	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
KELLY, Mr William Patrick	1888	1912	23	Male	Engineering Crew	Crew				Belfast	Assistant Electrician	LOST								
KEMISH, Mr George	1889	1966	22	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED								
KEMP, Mr Thomas Hulman	1869	1912	43	Male	Engineering Crew	Crew				Belfast	Extra Assistant 4th Engineer (Refrigeration)	LOST								
KENNELL, Mr Charles	1882	1912	30	Male	Victualling Crew	Crew				Southampton	Hebrew Cook	LOST								
KENZLER, Mr August	1868	1912	44	Male	Engineering Crew	Crew				Belfast	Storekeeper	LOST								
KERLEY, Mr William Thomas	1884	1912	28	Male	Victualling Crew	Crew				Southampton	Assistant Saloon Steward (2nd class)	LOST								
KERR, Mr Thomas Russell	1885	1912	26	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
KETCHLEY, Mr Henry	1876	1912	36	Male	Victualling Crew	Crew				Belfast	Saloon Steward	LOST								
KIERAN, Mr Edgar Michael	1878	1912	34	Male	Victualling Crew	Crew				Southampton	Storekeeper	LOST								
KIERAN, Mr James William	1877	1912	35	Male	Victualling Crew	Crew				Southampton	Chief 3rd Class Steward	LOST								
KINCHENTEN, Mr Frederick Charles	1875	1912	36	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
KING, Mr Alfred John Moffett	1893	1912	18	Male	Victualling Crew	Crew				Southampton	Lift Steward	LOST		238						
KING, Mr Ernest Waldron	1884	1912	28	Male	Victualling Crew	Crew				Southampton	Clerk (1st class)	LOST		321						
KING, Mr Thomas Walter	1869	1912	42	Male	Deck Crew	Crew				Southampton	Master-at-arms	LOST								
KINGSCOTE, Mr William Ford	1864	1912	48	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	LOST								
KINSELLA, Mr Louis	1881	1912	30	Male	Engineering Crew Substitute Crew	Crew				Southampton	Fireman	LOST								
KIRKALDY, Mr Thomas Benjamin	1876	1912	35	Male	Victualling Crew	Crew				Southampton	Bed Room Steward	LOST								
KIRKHAM, Mr James	1868	1912	43	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
KITCHING, Mr Arthur Alfred	1881	1912	31	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	LOST								
KLEIN, Mr Herbert	1878	1912	34	Male	Victualling Crew	Crew				Southampton	Barber	LOST								
KNIGHT, Mr George	1865	1945	46	Male	Victualling Crew	Crew				Southampton	Saloon Steward	SAVED	13							
KNIGHT, Mr Leonard George	1891	1912	21	Male	Victualling Crew	Crew				Southampton	Steward (3rd class)	LOST								
KNOWLES, Mr Thomas	1867	1951	44	Male	Engineering Crew	Crew				Southampton	Firemens' Messman	SAVED	C							
LACEY, Mr Bertie William	1892	1912	19	Male	Victualling Crew	Crew				Southampton	Assistant Saloon steward, 2nd Class	LOST								
LAHY, Mr T.	1871	1912	41	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
LAKE, Mr William	1866	1912	46	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST								
LANE, Mr Albert Edward	1879	1912	33	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	LOST								
LATIMER, Mr Andrew	1857	1912	55	Male	Victualling Crew	Crew				Belfast	Chief Steward	LOST								
LAVINGTON, Miss Elizabeth	1872	1949	40	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED	11							
LAWRANCE, Mr Arthur	1875	1912	36	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST		90						
LEADER, Mr Archibald	1889	1912	22	Male	Victualling Crew	Crew				Southampton	Confectioner	LOST								
LEATHER, Mrs Elizabeth Mary	1861	1937	50	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED								
LEE, Mr Henry Reginald	1882	1965	29	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
LEE, Mr Herbert Henry	1894	1912	17	Male	Victualling Crew	Crew				Southampton	Scullion	SAVED	13							
LEE, Mr Reginald Robinson	1870	1913	41	Male	Deck Crew	Crew				Southampton	Lookout	SAVED	13							
LEFEBVRE, Mr Paul Georges	1876	1912	35	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST		211						
LEONARD, Mr Matthew	1886	1912	25	Male	Victualling Crew	Crew				Belfast	3rd Class Steward	LOST								
LEVETT, Mr George Alfred	1886	1912	25	Male	Victualling Crew	Crew				Belfast	Assistant Pantryman Steward (1st Class)	LOST								
LEWIS, Mr Arthur Ernest Read	1884	1973	27	Male	Victualling Crew	Crew				Southampton	Steward	SAVED	15							
LIGHT, Mr Charles Edward	1888	1912	24	Male	Victualling Crew	Crew				Southampton	Plate Steward (1st class)	LOST								
LIGHT, Mr Christopher William	1891	1912	20	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
LIGHT, Mr W.	1865	1912	47	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
LIGHTOLLER, Mr Charles Herbert	1874	1952	38	Male	Deck Crew Titanic Officers	Crew				Belfast	2nd. Officer	SAVED	B							
LINDSAY, Mr William Charles	1881	1960	30	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	3							
LITTLEJOHN, Mr Alexander James	1872	1949	40	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	SAVED	13							
LLOYD, Mr Humphrey	1871	1912	41	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST		57						
LLOYD, Mr William	1883	1912	29	Male	Engineering Crew Substitute Crew	Crew				Southampton	Fireman	LOST								
LOCKE, Mr Albert George	1879	1912	33	Male	Victualling Crew Substitute Crew	Crew				Southampton	Scullion	LOST								
LONG, Mr Frank	1880	1912	31	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
LONG, Mr William	1876	1912	36	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
LONGMUIR, Mr John Dickson	1892	1912	19	Male	Victualling Crew	Crew				Southampton	Assistant Pantry Steward (2nd class)	LOST								
LOVELL, Mr John	1875	1912	37	Male	Victualling Crew	Crew				Southampton	Grill Cook	LOST								
LOWE, Mr Harold Godfrey	1882	1944	29	Male	Deck Crew Titanic Officers	Crew				Belfast	5th. Officer	SAVED	14							
LUCAS, Mr William Arthur	1886	1921	25	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	D							
LUCAS, Mr William Watson	1881	1944	31	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	SAVED	A							
LYDIATT, Mr Charles	1867	1912	45	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	LOST								
LYONS, Mr William Henry	1886	1912	25	Male	Deck Crew	Crew				Southampton	Able Seaman	LOST	4							
MABEY, Mr John Charles	1888	1912	23	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	LOST								
MACKIE, Mr George William	1877	1912	34	Male	Victualling Crew	Crew				Southampton	2nd Class Bedroom Steward	LOST								
MACKIE, Mr William Dickson	1879	1912	32	Male	Engineering Crew	Crew				Belfast	Junior 5th. Engineer	LOST								
MAJOR, Mr Thomas Edgar	1876	1912	36	Male	Victualling Crew	Crew				Belfast	Bathroom Steward (1st Class)	LOST								
MAJOR, Mr William James	1880	1960	32	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	13							
MANTLE, Mr Roland Frederick	1871	1912	40	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	LOST								
MARCH, Mr John Starr	1861	1912	50	Male	Victualling Crew Postal Clerk	Crew				Southampton	Postal Clerk / Postman	LOST		225						
MARETT, Mr George John	1885	1912	26	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MARKS, Mr James	1884	1912	27	Male	Victualling Crew	Crew				Southampton	Assistant Pantryman Steward (1st Class)	LOST								
MARRIOTT, Mr John William	1891	1912	21	Male	Victualling Crew	Crew				Southampton	Assistant Pantryman Steward (1st Class)	LOST		2						
MARSDEN, Miss Evelyn	1883	1938	28	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED	16							
MARSH, Mr Frederick Charles	1872	1912	39	Male	Engineering Crew	Crew				Southampton	Fireman	LOST		268						
MARTIN, Miss Mabel Elvina	1892	1960	20	Female	Restaurant Staff	Crew				Southampton	Cashier	SAVED								
MARTIN, Mrs Annie Martha	1872	1936	39	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED	11							
MASKELL, Mr Leopold Adolphus	1887	1912	25	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
MASON, Mr Frank Archibald Robert	1880	1953	32	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED								
MASON, Mr J.	1873	1912	39	Male	Engineering Crew	Crew				Southampton	Leading Fireman	LOST								
MATHERSON, Mr David	1879	1912	33	Male	Deck Crew	Crew				Southampton	Able Seaman	LOST		192						
MATHIAS, Mr Montague Vincent	1883	1912	29	Male	Deck Crew	Crew				Southampton	Mess Steward	LOST								
MATTMANN, Sig. Adolf	1891	1912	20	Male	Restaurant Staff	Crew				Southampton	Ice Man	LOST								
MAUGé, Mr Paul Achille Maurice Germain	1887	1971	25	Male	Restaurant Staff	Crew				Southampton	Kitchen Clerk	SAVED								
MAXWELL, Mr John	1882	1912	29	Male	Deck Crew	Crew				Belfast	Carpenter / Joiner	LOST								
MAY, Mr Arthur William	1890	1912	22	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MAY, Mr Arthur William	1852	1912	59	Male	Engineering Crew	Crew				Southampton	Fireman Messman	LOST								
MAYNARD, Mr Isaac Hiram	1880	1948	31	Male	Victualling Crew	Crew				Belfast	Entre Cook	SAVED	B							
MAYO, Mr William Peter	1884	1912	27	Male	Engineering Crew	Crew				Southampton	Leading Fireman	LOST		177						
MAYTUM, Mr Alfred	1859	1912	53	Male	Victualling Crew	Crew				Belfast	Chief Butcher	LOST		141						
MAYZES, Mr Thomas Jubilee	1887	1928	25	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	3							
MCANDREW, Mr Thomas Patrick	1874	1912	38	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MCANDREWS, Mr William	1889	1912	23	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MCCARTHY, Mr William	1863	1932	48	Male	Victualling Crew	Crew				Southampton	Bedroom Steward (1st Class)	LOST								
MCCARTY, Mr Frederick James	1873	1912	38	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	4							
MCCASTLIN, Mr William	1883	1912	28	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MCCAWLEY, Mr Thomas W.	1876	1912	36	Male	Victualling Crew	Crew				Belfast	Gymnasium Steward	LOST								
MCELROY, Mr Hugh Walter	1874	1912	37	Male	Victualling Crew	Crew				Southampton	Purser	LOST		157						
MCGANN, Mr James	1882	1918	29	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED								
MCGARVEY, Mr Edward Joseph	1878	1912	34	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MCGAW, Mr Erroll Victor	1882	1912	30	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MCGOUGH, Mr George Francis 'Paddy'	1875	1940	36	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED								
MCGRADY, Mr James	1885	1912	27	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST		330						
MCINERNEY, Mr Thomas	1873	1912	38	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
MCINTYRE, Mr William	1890	1965	21	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED								
MCKAY, Mr Charles Donald	1882	1956	30	Male	Victualling Crew	Crew				Belfast	Saloon Steward	SAVED	11							
MCLAREN, Mrs Hypatia	1869	1959	42	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED	5							
MCMICKEN, Mr Arthur	1885	1958	26	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	SAVED	11							
MCMICKEN, Mr Benjamin Tucker	1891	1912	21	Male	Victualling Crew	Crew				Belfast	Second Pantry Steward	LOST								
MCMULLIN, Mr John Richard	1876	1912	36	Male	Victualling Crew	Crew				Belfast	First class saloon steward	LOST								
MCMURRAY, Mr William	1868	1912	44	Male	Victualling Crew	Crew				Belfast	1st Class Bedroom Steward	LOST								
MCQUILLAN, Mr William	1886	1912	26	Male	Engineering Crew	Crew				Belfast	Fireman	LOST		183						
MCRAE, Mr William Alexander	1880	1912	32	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MCREYNOLDS, Mr William Thomas Carson	1889	1912	22	Male	Engineering Crew	Crew				Belfast	Junior 6th. Engineer	LOST								
MELLOR, Mr Arthur	1878	1912	34	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST								
MIDDLETON, Mr Alfred Pirrie	1884	1912	27	Male	Engineering Crew	Crew				Belfast	Assistant Electrician	LOST								
MIDDLETON, Mr Mark Victor	1887	1912	24	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	LOST								
MILFORD, Mr George	1884	1912	27	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MILLAR, Mr Robert	1885	1912	26	Male	Engineering Crew	Crew				Belfast	Extra 5th Engineer	LOST								
MILLAR, Mr Thomas	1879	1912	32	Male	Engineering Crew	Crew				Belfast	Deck Engineer	LOST								
MILLS, Mr Christopher	1860	1930	51	Male	Victualling Crew	Crew				Southampton	Butcher	SAVED	C							
MINTRAM, Mr William	1866	1912	46	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
MISH'ALāNī, Mr Ibrāhīm Mansūr	1858	1912	53	Male	Victualling Crew	Crew				Belfast	Printer Steward	LOST								
MITCHELL, Mr Lorenzo Horace	1893	1912	19	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
MONRóS, Sr. Joan Javier	1892	1912	20	Male	Restaurant Staff	Crew				Southampton	Assistant Waiter	LOST		27						
MONTEVERDI, Sig. Giovanni	1889	1912	23	Male	Restaurant Staff	Crew				Southampton	Cook	LOST								
MOODY, Mr James Paul	1887	1912	24	Male	Deck Crew Titanic Officers	Crew				Belfast	6th. Officer	LOST								
MOORE, Mr Alfred Ernest	1873	1912	38	Male	Victualling Crew	Crew				Southampton	Saloon Steward, 2nd Class	LOST								
MOORE, Mr George Alfred	1880	1943	32	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	3							
MOORE, Mr J.	1883	1954	29	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	3							
MOORE, Mr Ralph	1890	1912	22	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
MOORES, Mr Richard Henry	1868	1912	44	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
MORGAN (BIRD), Mr Charles Frederick	1868	1912	44	Male	Victualling Crew	Crew				Southampton	Storekeeper (1st Class)	LOST								
MORGAN, Mr Arthur Herbert	1885	1912	27	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
MORGAN, Mr Thomas A.	1886	1912	26	Male	Engineering Crew	Crew				Southampton	Fireman	LOST		302						
MORRIS, Mr Frank Herbert	1883	1954	28	Male	Victualling Crew	Crew				Belfast	Bathroom Steward (1st Class)	SAVED	14							
MORRIS, Mr William Edward	1889	1912	23	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
MOSS, Mr William	1876	1912	35	Male	Victualling Crew	Crew				Belfast	1st Class Saloon Steward	LOST								
MOYES, Mr William Young	1887	1912	24	Male	Engineering Crew	Crew				Belfast	Senior 6th. Engineer	LOST								
MULLIN, Mr Thomas	1891	1912	20	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	LOST		323						
MURDOCH, Mr William McMaster	1873	1912	39	Male	Deck Crew Titanic Officers	Crew				Belfast	1st. Officer	LOST								
MURDOCK, Mr William John	1874	1941	37	Male	Engineering Crew	Crew				Belfast	Fireman	SAVED								
MüLLER, Mr Ludwig	1875	1912	37	Male	Victualling Crew	Crew				Southampton	Interpreter Steward (3rd Class)	LOST								
NANNINI, Sig. Francesco Luigi Arcangelo	1870	1912	42	Male	Restaurant Staff	Crew				Southampton	Head Waiter (Restaurant)	LOST								
NEAL, Mr Harold Bentley	1886	1950	25	Male	Victualling Crew	Crew				Southampton	Baker	SAVED	13							
NETTLETON, Mr George Walter	1882	1912	30	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
NEWMAN, Mr Charles Thomas	1879	1912	32	Male	Engineering Crew	Crew				Southampton	Assistant Storekeeper	LOST								
NICHOLLS, Mr Sidney	1873	1912	39	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST								
NICHOLS, Mr Albert William Stanley	1864	1912	47	Male	Deck Crew	Crew				Belfast	Boatswain	LOST								
NICHOLS, Mr Arthur	1866	1912	45	Male	Victualling Crew	Crew				Southampton	Steward	LOST								
NICHOLS, Mr Walter Henry	1876	1960	35	Male	Victualling Crew	Crew				Southampton	Assistant Saloon Steward, 2nd class	SAVED	15							
NIVEN, Mr John Brown	1881	1912	30	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
NOON, Mr John Thomas	1870	1912	42	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
NORRIS, Mr James	1890	1912	22	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
NOSS, Mr Bertram Arthur	1892	1912	20	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
NOSS, Mr Henry	1881	1961	30	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED								
NUTBEAN, Mr William	1881	1947	30	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED								
O'CONNOR, Mr John	1882	1934	29	Male	Engineering Crew Substitute Crew	Crew				Southampton	Trimmer	SAVED	B							
O'CONNOR, Mr Thomas Peter	1868	1912	44	Male	Victualling Crew	Crew				Belfast	1st Class Bedroom Steward	LOST								
O'LOUGHLIN, Dr William Francis Norman	1849	1912	63	Male	Deck Crew	Crew				Belfast	Surgeon	LOST								
OLIVE, Mr Charles	1881	1912	31	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
OLIVE, Mr Ernest Roskelly	1885	1912	27	Male	Victualling Crew	Crew				Southampton	Clothes Presser Steward (1st class)	LOST								
OLIVER, Mr Harry	1871	1944	41	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	9							
OLLIVER, Mr Alfred John	1884	1934	27	Male	Deck Crew	Crew				Belfast	Quartermaster	SAVED	5							
ORPET, Mr Walter Hayward	1881	1912	31	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST								
ORR, Mr James	1872	1912	39	Male	Victualling Crew	Crew				Southampton	Assistant Vegetable Cook	LOST								
OSBORNE, Mr William Edward	1879	1912	33	Male	Victualling Crew	Crew				Belfast	Saloon Steward	LOST								
OSMAN, Mr Frank	1885	1938	27	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	2							
